source_idx,source_name,era_journal_name,harzing_journal_name,wos_journal_name,n_refs,n_exogenous,frac_exogenous
73201759,Foundations and Trends® in Entrepreneurship,Foundations and Trends in Entrepreneurship,,Foundations and Trends in Entrepreneurship,3272,1079,0.3298
75845752,Auditing A Journal of Practice & Theory,Auditing: a Journal of Practice and Theory,Auditing,AUDITING-A JOURNAL OF PRACTICE & THEORY,34146,11282,0.3304
4210180542,Finance,Finance,,,6574,2173,0.3305
58171247,Journal of Product & Brand Management,Journal of Product and Brand Management,Journal of Product and Brand Management,Journal of Product and Brand Management,69529,23025,0.3312
21668869,Strategic Direction,Strategic Direction,,,4832,1603,0.3317
90149737,European Journal of Innovation Management,European Journal of Innovation Management,European Journal of Innovation Management,European Journal of Innovation Management,76684,25443,0.3318
187626162,Entrepreneurship Theory and Practice,Entrepreneurship: Theory and Practice,Entrepreneurship Theory and Practice,ENTREPRENEURSHIP THEORY AND PRACTICE,77290,25678,0.3322
94775995,European Business Review,European Business Review (Bingley),European Business Review,European Business Review,41367,13747,0.3323
9435936,Long Range Planning,Long Range Planning,Long Range Planning,LONG RANGE PLANNING,68188,22672,0.3325
34941771,Venture Capital,Venture Capital,,Venture Capital,19304,6423,0.3327
2764465404,Entrepreneurship Research Journal,Entrepreneurship Research Journal,,Entrepreneurship Research Journal,24506,8161,0.333
177092143,Australian Journal of Management,Australian Journal of Management,Australian Journal of Management,AUSTRALIAN JOURNAL OF MANAGEMENT,29968,9983,0.3331
107033909,Journal of Economics,Journal of Economics,Journal of Economics/ Zeitschrift fur Nationalokonomie,Journal of Economics,18054,6019,0.3334
145572626,International Review of Financial Analysis,International Review of Financial Analysis,International Review of Financial Analysis,International Review of Financial Analysis,194207,64789,0.3336
4210219378,Journal of Financial Reporting,Journal of Financial Reporting,Journal of Financial Reporting,Journal of Financial Reporting,4679,1565,0.3345
2764933238,New England journal of entrepreneurship,New England Journal of Entrepreneurship,,,7780,2603,0.3346
27001385,Advances in Accounting,Advances in Accounting,Advances in Accounting,Advances in Accounting,26905,9030,0.3356
118000741,The Journal of Investing,The Journal of Investing,,Journal of Investing,11004,3697,0.336
143995394,Journal of World Business,Journal of World Business,Journal of World Business,JOURNAL OF WORLD BUSINESS,90352,30367,0.3361
59777368,International Journal of Managerial and Financial Accounting,International Journal of Managerial and Financial Accounting,,International Journal of Managerial and Financial Accounting,4214,1417,0.3363
960608072,Journal of International Management,Journal of International Management,Journal of International Management,Journal of International Management,64852,21849,0.3369
76239586,Qualitative Research in Accounting & Management,Qualitative Research in Accounting and Management,Qualitative Research in Accounting and Management,Qualitative Research in Accounting and Management,21202,7150,0.3372
4210188630,Accounting Perspectives,Accounting Perspectives,,Accounting Perspectives,9764,3292,0.3372
12818680,Corporate Social Responsibility and Environmental Management,,,Corporate Social Responsibility and Environmental Management,132806,44793,0.3373
105710273,Review of Financial Economics,Review of Financial Economics,Review of Financial Economics,Review of Financial Economics,15924,5379,0.3378
71351135,International Journal of Disclosure and Governance,International Journal of Disclosure and Governance,,International Journal of Disclosure and Governance,22719,7682,0.3381
38350834,Journal of Business Logistics,Journal of Business Logistics,Journal of Business Logistics,Journal of Business Logistics,32001,10824,0.3382
4210226497,Critical Finance Review,Critical Finance Review,Critical Finance Review,Critical Finance Review,1957,662,0.3383
62142384,Journal of Accounting and Economics,Journal of Accounting and Economics,Journal of Accounting and Economics,JOURNAL OF ACCOUNTING & ECONOMICS,41078,13914,0.3387
107859553,International Small Business Journal Researching Entrepreneurship,International Small Business Journal,International Small Business Journal,International Small Business Journal-Researching Entrepreneurship,53525,18131,0.3387
4210200284,The Japanese Accounting Review,,,Japanese Accounting Review,1404,476,0.339
206916388,Journal of Asset Management,The Journal of Asset Management,,Journal of Asset Management,18412,6257,0.3398
4210231290,Financial markets and portfolio management,Financial Markets and Portfolio Management,Financial Markets and Portfolio Management,Financial Markets and Portfolio Management,11192,3809,0.3403
4210224898,Journal of Service Theory and Practice,Journal of Service Theory and Practice,Journal of Service Theory and Practice,Journal of Service Theory and Practice,33124,11276,0.3404
4210192430,Managing Service Quality,Journal of Service Theory and Practice,Journal of Service Theory and Practice,Journal of Service Theory and Practice,10221,3489,0.3414
203071086,Review of Managerial Science,Review of Managerial Science,Review of Managerial Science,Review of Managerial Science,69558,23774,0.3418
116345831,International Journal of Emerging Markets,International Journal of Emerging Markets,,International Journal of Emerging Markets,91762,31376,0.3419
171491724,Journal of Economics and Finance,Journal of Economics and Finance,,JOURNAL OF ECONOMICS AND FINANCE,20395,6982,0.3423
41302103,International Journal of Physical Distribution & Logistics Management,International Journal of Physical Distribution and Logistics Management,International Journal of Physical Distribution and Logistics,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,42540,14582,0.3428
3354691,Journal of Small Business and Enterprise Development,Journal of Small Business and Enterprise Development,Journal of Small Business and Enterprise Development,Journal of Small Business and Enterprise Development,55513,19050,0.3432
202178085,The Journal of Real Estate Finance and Economics,Journal of Real Estate Finance and Economics,Journal of Real Estate Finance and Economics,JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS,30561,10500,0.3436
107036887,Asia Pacific Journal of Management,Asia Pacific Journal of Management,Asia Pacific Journal of Management,Asia Pacific Journal of Management,79044,27196,0.3441
2764509274,China Finance Review International,China Finance Review International,,China Finance Review International,15308,5269,0.3442
111116695,Journal of Accounting Research,Journal of Accounting Research,Journal of Accounting Research,JOURNAL OF ACCOUNTING RESEARCH,33164,11426,0.3445
197396629,The British Accounting Review,The British Accounting Review,British Accounting Review,British Accounting Review,48008,16578,0.3453
